actual,clinton_prob,trump_prob,model
Trump,0.59875638791,0.333381995569,poltweet
Trump,0.587200313088,0.298970054982,poltweet
Clinton,0.660111301439,0.207727338435,poltweet
Clinton,0.796957561839,0.126247405003,poltweet
Trump,0.699473124807,0.22221032951,poltweet
Trump,0.497168660789,0.412519645362,poltweet
Clinton,0.774117320389,0.128221370004,poltweet
Clinton,0.725873467115,0.177482293601,poltweet
Trump,0.569289124675,0.334360520139,poltweet
Clinton,0.710624290883,0.196680661657,poltweet
Clinton,0.801238636171,0.143062998215,poltweet
Trump,0.691018109665,0.193258087875,poltweet
Clinton,0.662353314901,0.21420975075,poltweet
Clinton,0.70971102768,0.205984018466,poltweet
Clinton,0.808502702743,0.118194387137,poltweet
Trump,0.582039563804,0.32042849499,poltweet
A_None,0.794313426438,0.0899752615513,poltweet
Clinton,0.725309859707,0.18820532908,poltweet
Clinton,0.757245788514,0.161242346125,poltweet
Clinton,0.681403731146,0.232234723532,poltweet
Clinton,0.675440603269,0.201767918382,poltweet
Clinton,0.711357091739,0.180020404899,poltweet
Clinton,0.850102668303,0.0640377827474,poltweet
Clinton,0.722610767155,0.19958556971,poltweet
Clinton,0.691667214537,0.200666624246,poltweet
Clinton,0.661389629549,0.196500660728,poltweet
Clinton,0.696185616117,0.237910935254,poltweet
Clinton,0.714766503483,0.197785449741,poltweet
Clinton,0.857007240147,0.0731033389292,poltweet
Clinton,0.810799009455,0.0894589996625,poltweet
Clinton,0.714670374258,0.148438484257,poltweet
Trump,0.68184829514,0.224864473069,poltweet
Clinton,0.836804116487,0.124930656799,poltweet
Clinton,0.815982744355,0.104370332273,poltweet
Clinton,0.655894748888,0.250333554429,poltweet
Clinton,0.885545924085,0.0713984111642,poltweet
Clinton,0.8055980156,0.111787652085,poltweet
Clinton,0.732586298439,0.19491767964,poltweet
Trump,0.384271758054,0.526674612269,poltweet
Clinton,0.724222359989,0.201679936187,poltweet
Clinton,0.723138785363,0.210392366062,poltweet
Clinton,0.631847160992,0.268307760962,poltweet
Clinton,0.735106476223,0.183122654448,poltweet
Clinton,0.659995794714,0.24745260863,poltweet
Clinton,0.7053769669,0.198686539157,poltweet
Clinton,0.695366953974,0.234295055149,poltweet
Clinton,0.754112979453,0.133130892044,poltweet
Clinton,0.795388041262,0.111705255161,poltweet
Clinton,0.828402767006,0.112397890354,poltweet
Clinton,0.590979089407,0.22777956349,poltweet
Clinton,0.700874689984,0.200937313128,poltweet
Clinton,0.873771883081,0.0778875962244,poltweet
Trump,0.731309276929,0.203298873995,poltweet
A_None,0.731231466437,0.196752894077,poltweet
Trump,0.641154379312,0.26148514016,poltweet
Clinton,0.645261637133,0.254520124344,poltweet
Clinton,0.664084796216,0.267952429096,poltweet
Clinton,0.736720391453,0.185746090682,poltweet
Clinton,0.651812252659,0.272884041061,poltweet
Clinton,0.680956022443,0.244477427099,poltweet
Clinton,0.761870841202,0.149214293526,poltweet
Clinton,0.800609106713,0.144893856569,poltweet
Clinton,0.768894226432,0.16342505808,poltweet
A_None,0.599261216987,0.297060374505,poltweet
Trump,0.28550672878,0.611782030696,poltweet
Clinton,0.694981302736,0.190761397585,poltweet
Clinton,0.578646497605,0.326433653973,poltweet
Trump,0.588930367128,0.310864335009,poltweet
Trump,0.552596657975,0.379436593019,poltweet
Clinton,0.703265642067,0.22322406816,poltweet
Trump,0.762496883759,0.159685579816,poltweet
Clinton,0.381802069141,0.568459181659,poltweet
Clinton,0.822740142263,0.112537697888,poltweet
Trump,0.563067263746,0.336225437444,poltweet
Trump,0.264721516266,0.678735647057,poltweet
Clinton,0.667610831205,0.243927607362,poltweet
Trump,0.331449795449,0.589105847793,poltweet
Clinton,0.778838329796,0.171567214982,poltweet
Clinton,0.808828969915,0.116631574157,poltweet
Clinton,0.779714447424,0.148009749267,poltweet
Trump,0.750358606853,0.177969910974,poltweet
Trump,0.574578068983,0.341575096418,poltweet
Clinton,0.751985281215,0.167754176333,poltweet
Trump,0.350842757248,0.572672955961,poltweet
Clinton,0.825282582536,0.112438810067,poltweet
Clinton,0.600795556166,0.295931041251,poltweet
Clinton,0.553623539769,0.324886912098,poltweet
Clinton,0.807287845332,0.108268255492,poltweet
Clinton,0.696343434059,0.222471996017,poltweet
Clinton,0.778547808627,0.168380672481,poltweet
Clinton,0.755850109355,0.177462141066,poltweet
Clinton,0.615287093589,0.314617795397,poltweet
Clinton,0.650266847144,0.261538639378,poltweet
Clinton,0.597322781949,0.33908149803,poltweet
Clinton,0.709610051868,0.247306232937,poltweet
Clinton,0.813477101254,0.110987372498,poltweet
Clinton,0.848482434661,0.110223864682,poltweet
Clinton,0.71994835368,0.194932077687,poltweet
Clinton,0.719883254627,0.209301470516,poltweet
Clinton,0.729295182693,0.163515640633,poltweet
Trump,0.52050232921,0.394109616969,poltweet
Trump,0.346213430924,0.584939806915,poltweet
Clinton,0.781910101602,0.15851795953,poltweet
Trump,0.67767350582,0.251861635705,poltweet
Clinton,0.79000267565,0.142047662759,poltweet
Clinton,0.736657711201,0.175231659077,poltweet
Clinton,0.676799373554,0.238648494747,poltweet
Clinton,0.68636027166,0.252428339637,poltweet
Clinton,0.61057849243,0.295041692166,poltweet
Trump,0.343987971735,0.602621321384,poltweet
Clinton,0.758143875122,0.172208266557,poltweet
Clinton,0.741671164978,0.176631195001,poltweet
Clinton,0.70480931285,0.219637646615,poltweet
Clinton,0.533732574312,0.393271437294,poltweet
Clinton,0.641004342983,0.236692850214,poltweet
Clinton,0.726149982311,0.185968595723,poltweet
Clinton,0.700873312718,0.231906047818,poltweet
Clinton,0.813439637673,0.125351766707,poltweet
A_None,0.606888708773,0.292062252653,poltweet
Clinton,0.716254667296,0.191248458558,poltweet
Trump,0.517549479181,0.421446481792,poltweet
Clinton,0.742446127495,0.181113900656,poltweet
Clinton,0.654649526055,0.250717601326,poltweet
Clinton,0.806020139193,0.117768870537,poltweet
Clinton,0.594997011759,0.268542483402,poltweet
Trump,0.596777677333,0.286016983995,poltweet
Trump,0.326167771591,0.603447746439,poltweet
Clinton,0.780371386493,0.158210509606,poltweet
Clinton,0.647522028625,0.278652925338,poltweet
Clinton,0.654282975387,0.257044552333,poltweet
Trump,0.54310149003,0.360571754471,poltweet
Clinton,0.806408722031,0.114482825355,poltweet
Clinton,0.673104393413,0.205260120791,poltweet
Clinton,0.778134982919,0.141771509038,poltweet
Clinton,0.818904067495,0.114944373185,poltweet
Trump,0.419324183604,0.51141979674,poltweet
Clinton,0.675495219373,0.230742237814,poltweet
Trump,0.497584004285,0.407708799826,poltweet
Clinton,0.683007862864,0.221989255188,poltweet
Clinton,0.666236276197,0.206397318552,poltweet
Trump,0.307512455251,0.608267715743,poltweet
Clinton,0.724175251133,0.217712002324,poltweet
Trump,0.494680973003,0.428948358586,poltweet
Trump,0.635600975144,0.259580167742,poltweet
Trump,0.726408410764,0.218545947082,poltweet
Clinton,0.707158090292,0.221272708513,poltweet
Clinton,0.67743300078,0.219934205192,poltweet
Clinton,0.738046131107,0.212998991215,poltweet
Clinton,0.811234259651,0.122781442865,poltweet
Trump,0.562777610625,0.302799110169,poltweet
Trump,0.275690002887,0.671826883636,poltweet
Trump,0.613845089097,0.302987786654,poltweet
Trump,0.234907805797,0.64915908693,poltweet
Clinton,0.678375173795,0.248919805015,poltweet
Trump,0.294313148103,0.640667783841,poltweet
Trump,0.719735021215,0.212238647338,poltweet
Trump,0.33040805277,0.619386537107,poltweet
A_None,0.585361595038,0.29213972693,poltweet
Trump,0.283654455584,0.615383387413,poltweet
A_None,0.758725170347,0.149626893611,poltweet
Clinton,0.68776970544,0.238224535993,poltweet
Trump,0.274199104615,0.653859087557,poltweet
Clinton,0.591079345367,0.321242734828,poltweet
Trump,0.432729867103,0.506303380448,poltweet
Clinton,0.688455958285,0.228044745738,poltweet
Clinton,0.255938145352,0.674487828219,poltweet
Trump,0.306035626087,0.620865787012,poltweet
Clinton,0.867606959011,0.0780456050081,poltweet
Clinton,0.741478069847,0.189780126846,poltweet
Clinton,0.738438762354,0.135388524868,poltweet
Trump,0.60178311779,0.316455262845,poltweet
Clinton,0.744131251395,0.158957599414,poltweet
Clinton,0.810305432342,0.134172327464,poltweet
Clinton,0.809429713293,0.125829209391,poltweet
Trump,0.409806829822,0.477563174453,poltweet
Clinton,0.832301227093,0.0787014892354,poltweet
Clinton,0.673972992349,0.18844248216,poltweet
Clinton,0.678670313173,0.223336198713,poltweet
Clinton,0.73856405308,0.169336198434,poltweet
Clinton,0.538866093748,0.294432612918,poltweet
Trump,0.50799366502,0.407576934791,poltweet
Clinton,0.675193529963,0.253911493622,poltweet
Clinton,0.72355003373,0.167871872258,poltweet
Clinton,0.8195946779,0.135771697917,poltweet
A_None,0.641670569078,0.214915009706,poltweet
Clinton,0.705373277561,0.182238036101,poltweet
Clinton,0.620786424417,0.264873172886,poltweet
Clinton,0.582843066894,0.329905767435,poltweet
Clinton,0.664207976711,0.227738581437,poltweet
Clinton,0.661578129198,0.196690122543,poltweet
Clinton,0.848210262636,0.101988695724,poltweet
Clinton,0.907183849867,0.0374785343425,poltweet
Trump,0.475850584154,0.441002841019,poltweet
Clinton,0.761094878833,0.188514478973,poltweet
Clinton,0.792514135697,0.108622832292,poltweet
Trump,0.347386709949,0.553508748214,poltweet
Clinton,0.818534082188,0.112096214923,poltweet
Clinton,0.666772832867,0.248333670731,poltweet
Clinton,0.621178554437,0.266984500773,poltweet
Trump,0.718735584715,0.178935361905,poltweet
Clinton,0.691804848909,0.213413502864,poltweet
Clinton,0.62787085743,0.289263828795,poltweet
Clinton,0.732207667642,0.167644571595,poltweet
Clinton,0.688091993694,0.235960825461,poltweet
Clinton,0.756980496042,0.174810861492,poltweet
Trump,0.464880234384,0.234587426629,poltweet
Trump,0.35111670339,0.574921160712,poltweet
Trump,0.26997757326,0.642287105299,poltweet
Clinton,0.664495773838,0.22262489409,poltweet
Clinton,0.656594795507,0.242008015784,poltweet
Trump,0.478728737768,0.436039982231,poltweet
Clinton,0.356692360973,0.330407134549,poltweet
Clinton,0.612951243952,0.307052429463,poltweet
Trump,0.599554487258,0.291007085009,poltweet
Trump,0.20588456053,0.746484952529,poltweet
Trump,0.267182956955,0.681932177594,poltweet
Clinton,0.66498402005,0.222008019932,poltweet
Clinton,0.787558447417,0.155138307312,poltweet
Clinton,0.51746084539,0.427457765734,poltweet
Trump,0.62785106938,0.286595970603,poltweet
Clinton,0.701568612515,0.197020864399,poltweet
Clinton,0.826286355182,0.120790536158,poltweet
Clinton,0.545132381522,0.40666248132,poltweet
Clinton,0.541313406839,0.345114781976,poltweet
Clinton,0.51305206874,0.430369633444,poltweet
Trump,0.215405394972,0.748630263913,poltweet
Trump,0.151948457573,0.810870802,poltweet
Trump,0.272971303899,0.655858929908,poltweet
Clinton,0.361810902324,0.579349490705,poltweet
Trump,0.713923681581,0.212361439147,poltweet
Clinton,0.763773171512,0.13000153949,poltweet
Trump,0.606654628576,0.295447625882,poltweet
Trump,0.522626906794,0.419721400614,poltweet
Clinton,0.692045059595,0.269388482601,poltweet
Clinton,0.714174437395,0.208598122072,poltweet
Clinton,0.756888305311,0.151600647171,poltweet
Trump,0.565103606962,0.343895635464,poltweet
Clinton,0.668463827378,0.222090400271,poltweet
Trump,0.407283108908,0.522750972541,poltweet
Clinton,0.567477960404,0.274095276467,poltweet
A_None,0.662130024574,0.250357332286,poltweet
Trump,0.429667134728,0.477090081121,poltweet
Trump,0.338680349809,0.606945965697,poltweet
Clinton,0.62347922942,0.315364236032,poltweet
Trump,0.427842535188,0.531787993998,poltweet
Clinton,0.714767891722,0.207032873044,poltweet
Trump,0.470127490526,0.423144105161,poltweet
Trump,0.239394330739,0.678682853683,poltweet
Clinton,0.564461395572,0.33128918429,poltweet
Clinton,0.570859047028,0.333628969766,poltweet
Trump,0.650935998133,0.267634150968,poltweet
Clinton,0.778998087734,0.140369044045,poltweet
Trump,0.316607624141,0.600050098045,poltweet
Clinton,0.646766825889,0.252924472796,poltweet
Clinton,0.593797467297,0.313532012554,poltweet
Clinton,0.676602347815,0.230478002611,poltweet
A_None,0.716319813596,0.176931881887,poltweet
Clinton,0.712998209933,0.194090229399,poltweet
Clinton,0.49268208385,0.3840141148,poltweet
Clinton,0.803496727685,0.137498164368,poltweet
A_None,0.773458671903,0.1678917508,poltweet
Clinton,0.639829338673,0.262911314808,poltweet
Trump,0.479073991411,0.442575384805,poltweet
Trump,0.124149800179,0.805187906035,poltweet
A_None,0.61741898598,0.207695096601,poltweet
Trump,0.64521574475,0.270682476123,poltweet
Clinton,0.747877459269,0.175510310181,poltweet
Clinton,0.790967999921,0.154093221119,poltweet
Trump,0.656214175682,0.244135892982,poltweet
Clinton,0.871374865705,0.0735991812488,poltweet
Trump,0.408913490343,0.504031430599,poltweet
Trump,0.591412539739,0.261508193666,prevtweet
Clinton,0.734256882496,0.170256921896,prevtweet
Clinton,0.707551267066,0.225870614267,prevtweet
Clinton,0.5906880136,0.258496988392,prevtweet
Trump,0.413632121166,0.456145726274,prevtweet
Trump,0.603163919093,0.273532970575,prevtweet
Clinton,0.738789808613,0.164211288647,prevtweet
Clinton,0.682372114506,0.190100123909,prevtweet
Trump,0.75182546716,0.173151718893,prevtweet
Clinton,0.43794644937,0.43344305754,prevtweet
Clinton,0.756192513765,0.153569144965,prevtweet
Clinton,0.643104694949,0.190665876871,prevtweet
Clinton,0.569375876564,0.294966736492,prevtweet
Clinton,0.658623171021,0.194130416856,prevtweet
Trump,0.537509239536,0.398123471382,prevtweet
Clinton,0.739629775287,0.162566173963,prevtweet
Trump,0.300665187123,0.623604093558,prevtweet
Clinton,0.720721700345,0.190888680391,prevtweet
Trump,0.468447688635,0.416988143467,prevtweet
Clinton,0.587639012735,0.283496506957,prevtweet
Trump,0.255785659874,0.626596408753,prevtweet
Trump,0.646467785639,0.22995022201,prevtweet
Clinton,0.628006257588,0.22096497976,prevtweet
Trump,0.628752502169,0.246955285726,prevtweet
Trump,0.677000134569,0.205230251183,prevtweet
Clinton,0.639423384034,0.256219991203,prevtweet
Clinton,0.616662597349,0.221105436409,prevtweet
Trump,0.455372710917,0.409229137007,prevtweet
Clinton,0.618313752739,0.271175043859,prevtweet
Trump,0.599453239357,0.218214824319,prevtweet
Clinton,0.546015466362,0.296052732027,prevtweet
Clinton,0.652362282067,0.222585486363,prevtweet
Trump,0.244076552976,0.693020139046,prevtweet
Trump,0.247609778431,0.640645947434,prevtweet
Clinton,0.474712194867,0.412624358303,prevtweet
Trump,0.548144160121,0.313519826819,prevtweet
Trump,0.309500736613,0.610999226472,prevtweet
Trump,0.729287574478,0.158684599046,prevtweet
Trump,0.453364234618,0.412322258324,prevtweet
Clinton,0.69656083816,0.192224242243,prevtweet
Clinton,0.348741866433,0.465254088332,prevtweet
Clinton,0.676582758133,0.138387713113,prevtweet
Clinton,0.526984898988,0.33219636472,prevtweet
Clinton,0.73071073963,0.170158810779,prevtweet
Clinton,0.708789932648,0.187318285913,prevtweet
Clinton,0.601830877845,0.219130072662,prevtweet
A_None,0.579689547067,0.242289296687,prevtweet
Trump,0.406805603309,0.432754652478,prevtweet
Trump,0.503000299911,0.360934394228,prevtweet
Clinton,0.628424327781,0.202578276043,prevtweet
Clinton,0.819661583982,0.108987605191,prevtweet
Trump,0.679932249487,0.19587569146,prevtweet
Trump,0.447481910236,0.448022635544,prevtweet
Clinton,0.69340045187,0.169263163094,prevtweet
Clinton,0.742439914232,0.141147798264,prevtweet
Trump,0.500337611946,0.379650597747,prevtweet
Clinton,0.517819976403,0.304674449781,prevtweet
Clinton,0.715583204664,0.168059411352,prevtweet
Trump,0.622175159571,0.229434870263,prevtweet
Clinton,0.62642517682,0.233336505688,prevtweet
Clinton,0.638569810316,0.235465949194,prevtweet
Clinton,0.805214221836,0.11610710366,prevtweet
Trump,0.506476532962,0.385211705825,prevtweet
A_None,0.792197218638,0.103647479813,prevtweet
Clinton,0.713401032972,0.196134311391,prevtweet
Clinton,0.733440109096,0.186518253312,prevtweet
Clinton,0.661765930854,0.215446396532,prevtweet
Clinton,0.726853734156,0.168618597021,prevtweet
Clinton,0.657342537963,0.208906503114,prevtweet
Clinton,0.774867037948,0.106966182071,prevtweet
Clinton,0.645123241483,0.232943321669,prevtweet
Clinton,0.643470352938,0.226218773312,prevtweet
Clinton,0.754670654153,0.128239073051,prevtweet
Clinton,0.625934256859,0.249900025965,prevtweet
Clinton,0.749044849557,0.167606952788,prevtweet
Clinton,0.862722621916,0.0747624839999,prevtweet
Clinton,0.828976926749,0.0820016571125,prevtweet
Clinton,0.664359031053,0.181091890138,prevtweet
Trump,0.571336252589,0.290477813735,prevtweet
Clinton,0.825155467421,0.0964519956595,prevtweet
Clinton,0.805310351762,0.105358378486,prevtweet
Clinton,0.555232539236,0.269687241223,prevtweet
Clinton,0.825885894616,0.102339836952,prevtweet
Clinton,0.715809505621,0.145182883097,prevtweet
Clinton,0.733525920405,0.175246426258,prevtweet
Trump,0.451802251915,0.407045860545,prevtweet
Clinton,0.648324786334,0.219315688505,prevtweet
Clinton,0.641227575788,0.21453804198,prevtweet
Clinton,0.567561675631,0.292528696292,prevtweet
Clinton,0.693102965512,0.214998588112,prevtweet
Clinton,0.601047233956,0.251856711406,prevtweet
Clinton,0.652222679526,0.236911139944,prevtweet
Clinton,0.644516800849,0.24428104583,prevtweet
Clinton,0.735410432392,0.135948019235,prevtweet
Clinton,0.703704438737,0.183644040337,prevtweet
Clinton,0.814671100075,0.104725248141,prevtweet
Clinton,0.562604735646,0.183116318013,prevtweet
Clinton,0.730071114899,0.157619495102,prevtweet
Clinton,0.842057119197,0.0780010968199,prevtweet
Trump,0.710874906205,0.196134531841,prevtweet
A_None,0.589722601771,0.250086213037,prevtweet
Trump,0.612741633691,0.28108770759,prevtweet
Clinton,0.578053754122,0.243995086742,prevtweet
Clinton,0.548850926075,0.299867135359,prevtweet
Clinton,0.644574820514,0.221854644615,prevtweet
Clinton,0.606382198102,0.26675173019,prevtweet
Clinton,0.687979864423,0.187787938483,prevtweet
Clinton,0.635251705681,0.181197908092,prevtweet
Clinton,0.747425305049,0.183395390741,prevtweet
Clinton,0.630878097521,0.231316838895,prevtweet
A_None,0.574979606116,0.288260392864,prevtweet
Trump,0.322513584628,0.58479645638,prevtweet
Clinton,0.646343363087,0.223865720115,prevtweet
Clinton,0.470398732556,0.35575963522,prevtweet
Trump,0.547021842283,0.313253396767,prevtweet
Trump,0.541210266551,0.335706139678,prevtweet
Clinton,0.653919496668,0.230466290097,prevtweet
Trump,0.68542422204,0.196060090216,prevtweet
Clinton,0.548189557447,0.369121751435,prevtweet
Clinton,0.758196150039,0.141851427145,prevtweet
Trump,0.543840240304,0.323167894371,prevtweet
Trump,0.243595921874,0.704408686134,prevtweet
Clinton,0.638273043531,0.229706268885,prevtweet
Trump,0.407449951186,0.505336862097,prevtweet
Clinton,0.729600458506,0.178319021092,prevtweet
Clinton,0.77527598261,0.136725439759,prevtweet
Clinton,0.648785091202,0.229989091316,prevtweet
Trump,0.691500516222,0.210331925043,prevtweet
Trump,0.523953633067,0.352362979451,prevtweet
Clinton,0.534800067101,0.26568463131,prevtweet
Trump,0.299236735084,0.606039561471,prevtweet
Clinton,0.699182969822,0.196601366868,prevtweet
Clinton,0.570536111375,0.299907316386,prevtweet
Clinton,0.516406039559,0.33441991631,prevtweet
Clinton,0.762029474588,0.125625598441,prevtweet
Clinton,0.61779310817,0.304181647981,prevtweet
Clinton,0.73724462222,0.180955142193,prevtweet
Clinton,0.686303896655,0.212354700496,prevtweet
Clinton,0.608697032508,0.274500259862,prevtweet
Clinton,0.554893004929,0.305046701805,prevtweet
Clinton,0.61141075527,0.285038162514,prevtweet
Clinton,0.716378536957,0.231209649619,prevtweet
Clinton,0.800980373205,0.116006248529,prevtweet
Clinton,0.769511250348,0.133869972368,prevtweet
Clinton,0.690381035093,0.20104517519,prevtweet
Clinton,0.551361511343,0.276982743697,prevtweet
Clinton,0.607294598237,0.246675621156,prevtweet
Trump,0.489810616693,0.378576548307,prevtweet
Trump,0.350287708713,0.541497879216,prevtweet
Clinton,0.74663638613,0.163014029123,prevtweet
Trump,0.595866458475,0.290187571556,prevtweet
Clinton,0.59695576485,0.236831881764,prevtweet
Clinton,0.702198055585,0.176968013914,prevtweet
Clinton,0.652201716613,0.237135295395,prevtweet
Clinton,0.602235130733,0.299849506187,prevtweet
Clinton,0.610577725952,0.269417966237,prevtweet
Trump,0.349842360988,0.570551320175,prevtweet
Clinton,0.721869067022,0.172448822188,prevtweet
Clinton,0.669008355057,0.19467942499,prevtweet
Clinton,0.65460964447,0.218993385241,prevtweet
Clinton,0.479963922267,0.365754446401,prevtweet
Clinton,0.670172849066,0.208451387704,prevtweet
Clinton,0.615164804065,0.255362771969,prevtweet
Clinton,0.594562520684,0.245623060124,prevtweet
Clinton,0.733736415966,0.170807363942,prevtweet
A_None,0.600203251888,0.24398954991,prevtweet
Clinton,0.638507220056,0.19442033822,prevtweet
Trump,0.491833625406,0.40315635202,prevtweet
Clinton,0.594226564409,0.238297025901,prevtweet
Clinton,0.582773356067,0.279117328673,prevtweet
Clinton,0.742903850842,0.164943884223,prevtweet
Clinton,0.53238773306,0.292343452451,prevtweet
Trump,0.604672358696,0.247387252774,prevtweet
Trump,0.326374997948,0.583150169887,prevtweet
Clinton,0.681937743157,0.197264936953,prevtweet
Clinton,0.658850859727,0.231649245743,prevtweet
Clinton,0.613967762343,0.240413451919,prevtweet
Trump,0.566955288604,0.311676177462,prevtweet
Clinton,0.780266914591,0.106843988012,prevtweet
Clinton,0.587802449481,0.242763154814,prevtweet
Clinton,0.746283190479,0.162117304365,prevtweet
Clinton,0.717378358479,0.174873089485,prevtweet
Trump,0.387252089345,0.491631290877,prevtweet
Clinton,0.672481604269,0.186314810872,prevtweet
Trump,0.390054628953,0.466670680861,prevtweet
Clinton,0.60401365663,0.282999587612,prevtweet
Clinton,0.612674091584,0.236713424082,prevtweet
Trump,0.301225377273,0.611775365862,prevtweet
Clinton,0.651603896173,0.213460994333,prevtweet
Trump,0.461856355873,0.461827541493,prevtweet
Trump,0.570780290623,0.269532525599,prevtweet
Trump,0.651035378522,0.234189206484,prevtweet
Clinton,0.682893484844,0.202573664356,prevtweet
Clinton,0.659058253691,0.216521790171,prevtweet
Clinton,0.698380549367,0.206208055297,prevtweet
Clinton,0.753088468716,0.133460987141,prevtweet
Trump,0.500848749456,0.301314890959,prevtweet
Trump,0.324326624143,0.600720439827,prevtweet
Trump,0.579989426525,0.305234902945,prevtweet
Trump,0.302657881332,0.604171173001,prevtweet
Clinton,0.648070510269,0.237249672391,prevtweet
Trump,0.249556355494,0.644414933677,prevtweet
Trump,0.657043234031,0.230228076734,prevtweet
Trump,0.450925729188,0.47882599354,prevtweet
A_None,0.570480621684,0.317360857628,prevtweet
Trump,0.335070015411,0.599951271198,prevtweet
A_None,0.695853106567,0.174701391235,prevtweet
Clinton,0.7085669506,0.181642257715,prevtweet
Trump,0.251536498332,0.671969639433,prevtweet
Clinton,0.554885145305,0.317130493673,prevtweet
Trump,0.458028877648,0.399009579169,prevtweet
Clinton,0.650233899695,0.220527413298,prevtweet
Clinton,0.281797204492,0.625392054868,prevtweet
Trump,0.299274994363,0.620476111637,prevtweet
Clinton,0.801984745034,0.0863065062461,prevtweet
Clinton,0.83010173336,0.0994481926611,prevtweet
Clinton,0.73599681112,0.139287565674,prevtweet
Trump,0.470844649557,0.381736204614,prevtweet
Clinton,0.678781907848,0.186664493142,prevtweet
Clinton,0.738975714776,0.17180999166,prevtweet
Clinton,0.760627670829,0.134932836864,prevtweet
Trump,0.374672194584,0.516145230032,prevtweet
Clinton,0.817913837907,0.0972507557794,prevtweet
Clinton,0.592723870294,0.198432124047,prevtweet
Clinton,0.637019273127,0.195165731585,prevtweet
Clinton,0.67697577683,0.201659014367,prevtweet
Clinton,0.504015470314,0.256335529347,prevtweet
Trump,0.459625075369,0.376687675371,prevtweet
Clinton,0.621099614414,0.246279966814,prevtweet
Clinton,0.654450406927,0.194326935881,prevtweet
Clinton,0.731237676601,0.185776022546,prevtweet
A_None,0.56557561921,0.261163169743,prevtweet
Clinton,0.521807979419,0.268032202837,prevtweet
Clinton,0.542400640408,0.290449202183,prevtweet
Clinton,0.566701082728,0.309501876048,prevtweet
Clinton,0.581105826523,0.235984254578,prevtweet
Clinton,0.669276607169,0.186171331435,prevtweet
Clinton,0.798754977831,0.119251473471,prevtweet
Clinton,0.84544690376,0.0800250510372,prevtweet
Trump,0.421553579993,0.4524612154,prevtweet
Clinton,0.676300674009,0.239198674652,prevtweet
Clinton,0.716078899511,0.153629896753,prevtweet
Trump,0.467162590994,0.418969774842,prevtweet
Clinton,0.750399551315,0.146367257172,prevtweet
Clinton,0.55412321999,0.272926645145,prevtweet
Clinton,0.54076293654,0.302326098303,prevtweet
Trump,0.532937366136,0.323100492985,prevtweet
Clinton,0.689746896246,0.177721163996,prevtweet
Clinton,0.575471531422,0.265839370512,prevtweet
Clinton,0.645704396781,0.197188661073,prevtweet
Clinton,0.619950169622,0.271523579288,prevtweet
Clinton,0.665026188736,0.167097200072,prevtweet
Trump,0.523128831223,0.183931936405,prevtweet
Trump,0.327891892639,0.579049079446,prevtweet
Trump,0.247591386339,0.670974488444,prevtweet
Clinton,0.570985307976,0.274759479887,prevtweet
Clinton,0.562356645273,0.290338803297,prevtweet
Trump,0.472222900217,0.380047442197,prevtweet
Clinton,0.360607510361,0.299491216472,prevtweet
Clinton,0.561793803014,0.302162117241,prevtweet
